Average Transaction Amount,Is Registered,Accepts Card,Total Annual Transaction Fees,MCC_Category_Agricultural Services,MCC_Category_Business Services,MCC_Category_Clothing Stores,MCC_Category_Contracted Services,MCC_Category_Miscellaneous Stores,MCC_Category_Professional Services and Membership Organizations,MCC_Category_Retail Outlet Services,MCC_Category_Transportation Services,MCC_Category_Travel,MCC_Category_Utility Services,Transaction_per_Unit_Turnover,Current Provider
150,1,0,696.8322,False,True,False,False,False,False,False,False,False,False,0.001,1
20,0,0,931.122,False,False,False,False,True,False,False,False,False,False,0.0001,1
15,1,1,931.896,False,False,False,False,True,False,False,False,False,False,7.5e-05,0
50,0,0,119.44776,False,False,False,False,True,False,False,False,False,False,0.0033333333333333335,1
100,1,1,1143.3429,False,False,True,False,False,False,False,False,False,False,0.0004,0
10,0,1,1692.33792,False,False,False,False,True,False,False,False,False,False,2.7472527472527473e-05,0
15,0,0,837.1146666666668,False,False,False,False,True,False,False,False,False,False,0.00015,1
1500,0,0,87.50000000000001,False,False,False,False,True,False,False,False,False,False,0.3,1
10,1,0,168.99999999999997,False,False,False,False,False,False,True,False,False,False,0.001,1
20,1,0,16.9,False,False,False,False,True,False,False,False,False,False,0.02,1
25,1,1,2059.86888,False,False,False,False,True,False,False,False,False,False,5.555555555555556e-05,0
50,1,0,2173.369,False,False,True,False,False,False,False,False,False,False,9.09090909090909e-05,1
12,1,0,1558.3662000000002,False,False,False,False,True,False,False,False,False,False,3.529411764705882e-05,1
10,0,0,83.7672,False,False,False,False,True,False,False,False,False,False,0.001,1
157,1,1,844.9999999999999,False,False,False,False,False,False,True,False,False,False,0.00314,0
35,0,1,697.5951428571427,False,False,False,False,True,False,False,False,False,False,0.00023333333333333333,0
2500,0,1,723.008676,False,False,True,False,False,False,False,False,False,False,0.016666666666666666,0
25,0,1,167.33376,False,False,False,False,True,False,False,False,False,False,0.00125,0
5,0,0,209.83600000000004,False,False,False,False,True,False,False,False,False,False,0.0002,1
20,0,1,200.0,False,False,False,False,False,False,False,True,False,False,0.001,0
384,1,1,1506.855,False,False,False,False,True,False,False,False,False,False,0.0038225310331783747,0
1000,1,0,375.0,False,False,False,True,False,False,False,False,False,False,0.04,1
111,1,1,578.5563243243244,False,False,False,False,False,False,True,False,False,False,0.000925,0
250,0,0,83.606688,False,True,False,False,False,False,False,False,False,False,0.025,1
500,0,0,2524.9999999999995,False,False,False,False,True,False,False,False,False,False,0.002,1
12,1,0,275.0058,False,False,False,False,True,False,False,False,False,False,0.0002,1
5,0,1,4534.899999999999,False,True,False,False,False,False,False,False,False,False,5e-06,0
20,0,1,383.7834,False,False,False,False,False,False,True,False,False,False,0.0003333333333333333,0
20,1,0,2174.6725,False,False,False,False,True,False,False,False,False,False,3.6363636363636364e-05,1
150,1,1,2225.2966666666666,False,True,False,False,False,False,False,False,False,False,0.0003,0
20,1,1,300.0,False,False,False,False,True,False,False,False,False,False,0.0006666666666666666,0
20,0,0,465.561,False,False,False,False,True,False,False,False,False,False,0.0002,1
20,1,1,33.8,False,False,False,False,True,False,False,False,False,False,0.01,0
25,1,1,457.74864,False,False,False,False,True,False,False,False,False,False,0.00025,0
250,0,0,41.803344,False,False,False,True,False,False,False,False,False,False,0.05,1
15,1,1,1502.0000000000005,False,False,False,False,True,False,False,False,False,False,5e-05,0
15,1,1,167.42293333333336,False,False,False,False,True,False,False,False,False,False,0.00075,0
20,0,1,1500.0,False,False,False,False,False,False,False,True,False,False,0.0002,0
19,1,0,2004.607894736842,False,False,False,False,True,False,False,False,False,False,4.222222222222222e-05,1
20,1,0,300.0,False,False,False,False,True,False,False,False,False,False,0.001,1
100,0,0,278.63925,False,False,True,False,False,False,False,False,False,False,0.002,1
90,0,0,168.99999999999997,True,False,False,False,False,False,False,False,False,False,0.009,1
15,1,0,698.9219999999999,False,False,False,False,True,False,False,False,False,False,0.0001,1
6000,1,0,6120.0204,False,False,False,False,True,False,False,False,False,False,0.003,1
10000,0,0,928.804644,False,False,False,False,False,False,True,False,False,False,0.05,1
70,0,1,534.4414714285714,False,False,True,False,False,False,False,False,False,False,0.000608695652173913,0
10,1,0,17.500000000000004,False,False,False,False,True,False,False,False,False,False,0.01,1
70,1,1,94.44045714285716,False,False,False,False,True,False,False,False,False,False,0.004375,0
3,0,1,2626.0,False,False,False,False,False,False,True,False,False,False,1.1538461538461538e-05,0
30,0,0,26.250000000000007,False,False,False,False,True,False,False,False,False,False,0.02,1
25,1,0,1897.3872,False,False,False,False,True,False,False,False,False,False,6.25e-05,1
20,0,1,558.6732,False,False,False,False,True,False,False,False,False,False,0.00016666666666666666,0
10,1,1,4963.694999999999,False,False,False,False,False,False,True,False,False,False,9.090909090909091e-06,0
523,1,1,1045.0399617590822,False,False,False,False,False,True,False,False,False,False,0.004184,0
15,1,1,1905.7559040000003,False,False,False,False,True,False,False,False,False,False,3.605769230769231e-05,0
200,0,1,1420.5550499999997,False,False,False,True,False,False,False,False,False,False,0.0006666666666666666,0
25,1,1,445.356,False,False,False,False,True,False,False,False,False,False,0.00025,0
80,1,0,1143.428625,False,False,False,False,True,False,False,False,False,False,0.00032,1
50,1,1,41.81672,False,False,False,False,True,False,False,False,False,False,0.01,0
60,0,0,350.00000000000006,False,False,True,False,False,False,False,False,False,False,0.003,1
27,1,1,366.1664,False,False,False,False,True,False,False,False,False,False,0.0003375,0
30,1,0,1200.0,False,False,False,False,True,False,False,False,False,False,0.000375,1
5,1,0,1010.0,False,True,False,False,False,False,False,False,False,False,5e-05,1
8,0,1,467.3025,False,False,False,False,True,False,False,False,False,False,8e-05,0
10,0,0,87.50000000000001,False,False,False,False,False,False,True,False,False,False,0.002,1
15,0,0,337.99999999999994,False,False,False,False,True,False,False,False,False,False,0.00075,1
2000,1,1,290.2843542,False,False,False,False,False,False,True,False,False,False,0.03333333333333333,0
200,1,1,387.098056,False,False,False,False,True,False,False,False,False,False,0.0025,0
25,1,0,517.21344,False,False,False,False,True,False,False,False,False,False,0.0003125,1
20,0,0,16.9,False,True,False,False,False,False,False,False,False,False,0.02,1
1000,1,0,150.0,False,False,False,False,True,False,False,False,False,False,0.1,1
15,1,1,319.92600000000004,False,False,False,False,True,False,False,False,False,False,0.0003,0
15,1,1,2005.17,False,False,False,False,False,False,True,False,False,False,3.3333333333333335e-05,0
70,0,0,700.0000000000001,False,False,False,False,True,False,False,False,False,False,0.00175,1
10,0,0,8.376719999999999,False,True,False,False,False,False,False,False,False,False,0.01,1
30,1,1,278.96416666666664,False,False,True,False,False,False,False,False,False,False,0.0006,0
10,1,0,349.197,False,False,False,False,True,False,False,False,False,False,0.0002,1
20,1,0,348.8485,False,True,False,False,False,False,False,False,False,False,0.0004,1
20,1,0,915.7716,False,False,False,False,False,False,True,False,False,False,0.0001,1
1000,1,1,295.00885,False,False,False,True,False,False,False,False,False,False,0.02,0
8,1,1,2771.9125,False,False,False,False,True,False,False,False,False,False,1.1428571428571429e-05,0
300,1,1,725.7725700000001,False,False,False,False,False,False,False,True,False,False,0.002,0
1000,0,1,337.99999999999994,False,False,False,False,False,False,False,True,False,False,0.05,0
5,0,1,251.80320000000003,False,False,False,False,False,True,False,False,False,False,0.00016666666666666666,0
15,1,1,491.7938666666667,False,False,False,False,True,False,False,False,False,False,0.00017045454545454547,0
10,1,1,119.6388,False,True,False,False,False,False,False,False,False,False,0.0006666666666666666,0
10,1,0,560.0663999999999,False,False,False,False,True,False,False,False,False,False,8.333333333333333e-05,1
75,0,0,16.9,False,False,False,False,False,True,False,False,False,False,0.075,1
20,1,1,931.122,False,False,False,False,True,False,False,False,False,False,0.0001,0
5,1,1,365.0271,False,False,False,False,False,False,True,False,False,False,6.666666666666667e-05,0
10,1,1,3943.872,False,False,False,False,True,False,False,False,False,False,8.333333333333334e-06,0
20,0,1,1186.45875,False,False,False,False,True,False,False,False,False,False,8e-05,0
60,1,1,1895.178,False,False,True,False,False,False,False,False,False,False,0.00015,0
20,0,1,2227.225,False,False,False,False,True,False,False,False,False,False,4e-05,0
70,1,0,844.9999999999999,False,False,False,False,True,False,False,False,False,False,0.0014,1
5,0,0,150.0,False,False,False,True,False,False,False,False,False,False,0.0005,1
25,0,0,118.29999999999998,False,False,False,False,True,False,False,False,False,False,0.0035714285714285713,1
10,0,0,41.8836,False,True,False,False,False,False,False,False,False,False,0.002,1
50,0,0,26.250000000000007,False,False,False,False,False,False,True,False,False,False,0.03333333333333333,1
60,0,0,83.62786666666668,False,True,False,False,False,False,False,False,False,False,0.006,1
40,0,0,300.0,False,False,False,False,False,True,False,False,False,False,0.002,1
200,1,1,337.99999999999994,False,False,False,False,True,False,False,False,False,False,0.01,0
10,0,0,105.0,False,False,False,False,True,False,False,False,False,False,0.0014285714285714286,1
10,0,0,0.2534999999999999,False,False,False,False,True,False,False,False,False,False,0.6666666666666666,1
45,0,0,223.0475555555556,False,False,False,False,True,False,False,False,False,False,0.001125,1
250,0,1,2225.178,False,True,False,False,False,False,False,False,False,False,0.0005,0
5,0,0,101.4,False,False,False,False,False,True,False,False,False,False,0.0008333333333333334,1
6,1,1,2377.9,False,False,False,False,True,False,False,False,False,False,1e-05,0
60,1,0,14.999999999999998,False,True,False,False,False,False,False,False,False,False,0.06,1
10,0,0,886.7718,False,False,False,False,False,False,True,False,False,False,5.2631578947368424e-05,1
30,1,1,2953.9680000000003,False,False,False,False,True,False,False,False,False,False,3.3333333333333335e-05,0
20,0,1,698.3414999999999,False,False,False,False,True,False,False,False,False,False,0.00013333333333333334,0
9,1,1,1424.3582222222224,False,False,False,False,True,False,False,False,False,False,5.294117647058824e-05,0
50,0,1,2577.9458400000008,False,False,False,False,True,False,False,False,False,False,8.771929824561403e-05,0
60,1,1,627.2089999999998,False,False,False,False,True,False,False,False,False,False,0.0008,0
1000,1,0,253.5,False,False,False,False,False,True,False,False,False,False,0.06666666666666667,1
20,0,0,168.99999999999997,False,False,False,False,False,True,False,False,False,False,0.002,1
7,1,1,500.0,False,False,False,False,False,False,True,False,False,False,0.00014,0
20,1,1,686.8287,False,False,False,False,True,False,False,False,False,False,0.00013333333333333334,0
130,1,1,673.1152984615384,False,True,False,False,False,False,False,False,False,False,0.0027083333333333334,0
25,0,0,25.100064000000007,False,False,False,False,False,True,False,False,False,False,0.008333333333333333,1
20,0,1,502.80588,False,False,False,False,True,False,False,False,False,False,0.00018518518518518518,0
60,0,1,337.99999999999994,False,False,False,False,True,False,False,False,False,False,0.003,0
10,1,1,6438.852,False,False,False,False,True,False,False,False,False,False,4.7619047619047615e-06,0
8,1,1,458.9145,False,False,False,False,True,False,False,False,False,False,8e-05,0
20,0,1,813.8130000000001,False,False,True,False,False,False,False,False,False,False,0.00013333333333333334,0
7,1,1,701.5757142857142,False,False,False,False,True,False,False,False,False,False,4.6666666666666665e-05,0
1000,1,0,250.80501600000005,False,False,False,True,False,False,False,False,False,False,0.03333333333333333,1
10,1,0,150.0,False,False,False,False,True,False,False,False,False,False,0.001,1
150,1,1,1750.0000000000002,False,False,False,False,False,False,False,False,True,False,0.0015,0
40,0,1,4922.460000000001,False,False,True,False,False,False,False,False,False,False,2.6666666666666667e-05,0
5000,1,0,418.001672,False,True,False,False,False,False,False,False,False,False,0.1,1
1000,1,0,500.0,False,False,False,False,False,True,False,False,False,False,0.02,1
60,1,1,50.7,False,False,True,False,False,False,False,False,False,False,0.02,0
10,0,0,41.8836,False,False,False,False,False,True,False,False,False,False,0.002,1
110,0,1,472.1287272727273,False,False,False,False,True,False,False,False,False,False,0.001375,0
10,1,0,642.0002400000001,False,False,False,False,True,False,False,False,False,False,7.142857142857143e-05,1
5,1,1,120.0,False,False,False,False,True,False,False,False,False,False,0.0004166666666666667,0
10,0,1,933.444,False,False,False,False,False,True,False,False,False,False,5e-05,0
30,1,1,253.5,False,True,False,False,False,False,False,False,False,False,0.002,0
7,1,1,467.7171428571429,False,False,False,False,True,False,False,False,False,False,7e-05,0
15,1,1,916.2288,False,False,False,False,True,False,False,False,False,False,7.5e-05,0
50,0,1,1516.39488,False,False,False,False,True,False,False,False,False,False,0.00015625,0
25,1,1,279.057,False,False,False,False,False,False,True,False,False,False,0.0005,0
900,1,1,501.32785,False,True,False,False,False,False,False,False,False,False,0.01,0
1500,1,1,967.6193519999998,False,False,False,False,False,False,True,False,False,False,0.0075,0
175,1,0,967.765874285714,False,True,False,False,False,False,False,False,False,False,0.000875,1
30,1,1,2262.26,False,False,False,False,False,False,True,False,False,False,6e-05,0
35,0,0,167.29554285714286,False,False,True,False,False,False,False,False,False,False,0.00175,1
120,0,0,3454.43875,False,False,False,False,False,False,True,False,False,False,0.00016,1
600,1,1,387.059352,False,True,False,False,False,False,False,False,False,False,0.0075,0
10,1,1,687.8574000000001,False,False,False,False,True,False,False,False,False,False,6.666666666666667e-05,0
65,0,1,2713.2516923076923,False,False,False,False,False,False,True,False,False,False,0.00010833333333333333,0
12,0,0,5950.0,False,False,False,False,True,False,False,False,False,False,3.529411764705882e-05,1
15,1,1,2290.572,False,True,False,False,False,False,False,False,False,False,3e-05,0
1000,1,1,3280.0656,False,False,False,False,True,False,False,False,False,False,0.001,0
52,1,1,209.08038461538465,False,False,False,False,False,True,False,False,False,False,0.00208,0
15,0,1,150.0,False,False,False,False,True,False,False,False,False,False,0.001,0
10,1,0,811.1999999999999,False,True,False,False,False,False,False,False,False,False,0.00020833333333333335,1
30,0,1,50.7,False,False,False,True,False,False,False,False,False,False,0.01,0
15,1,0,337.99999999999994,False,False,False,False,False,True,False,False,False,False,0.00075,1
40,1,0,390.387375,False,False,False,False,False,True,False,False,False,False,0.0005714285714285715,1
50,1,1,2287.3716,False,False,False,False,True,False,False,False,False,False,0.0001,0
300,0,0,87.50000000000001,False,True,False,False,False,False,False,False,False,False,0.06,1
20,1,1,875.0000000000001,False,False,True,False,False,False,False,False,False,False,0.0004,0
100,1,1,482.1446,False,True,False,False,False,False,False,False,False,False,0.001,0
2500,0,1,422.5,False,False,False,False,False,False,False,True,False,False,0.1,0
10,0,0,84.49999999999999,False,False,False,False,True,False,False,False,False,False,0.002,1
10,0,0,84.49999999999999,False,False,False,False,True,False,False,False,False,False,0.002,1
2,1,0,1001.9200000000002,False,False,False,False,False,False,True,False,False,False,1e-05,1
15,1,0,889.184,False,False,False,False,True,False,False,False,False,False,0.0001,1
100,1,1,457.33716,False,True,False,False,False,False,False,False,False,False,0.001,0
50,0,1,195.14495,False,False,False,False,True,False,False,False,False,False,0.0014285714285714286,0
12,0,0,298.89733333333334,False,False,False,False,True,False,False,False,False,False,0.0003,1
15,1,1,348.9646666666667,False,False,False,False,True,False,False,False,False,False,0.0003,0
20,1,1,558.6732,False,False,False,False,True,False,False,False,False,False,0.00016666666666666666,0
250,1,0,445.68912,False,False,False,False,False,False,False,True,False,False,0.003125,1
20,0,0,280.0,False,False,False,False,False,False,True,False,False,False,0.0007142857142857143,1
90,1,1,823.23432,False,False,False,False,True,False,False,False,False,False,0.0005,0
100,1,0,929.2644,False,True,False,False,False,False,False,False,False,False,0.0005,1
10000,1,1,9180.01836,False,False,False,False,True,False,False,False,False,False,0.0033333333333333335,0
1500,1,0,646.0086133333333,False,False,False,True,False,False,False,False,False,False,0.015,1
200,1,0,274.36114800000007,False,False,False,False,True,False,False,False,False,False,0.0033333333333333335,1
24,0,1,705.1871666666667,False,False,False,False,True,False,False,False,False,False,0.0001846153846153846,0
30,0,0,125.48360000000002,False,False,True,False,False,False,False,False,False,False,0.002,1
15,1,1,931.896,False,False,False,False,True,False,False,False,False,False,7.5e-05,0
3,1,1,844.9999999999999,False,False,False,False,False,False,True,False,False,False,6e-05,0
10,1,0,447.828,False,False,False,False,True,False,False,False,False,False,0.000125,1
20,1,1,2626.624,False,False,False,False,True,False,False,False,False,False,2.5e-05,0
8,1,1,2771.9125,False,False,False,False,False,False,True,False,False,False,1.1428571428571429e-05,0
700,1,1,3280.093714285714,False,True,False,False,False,False,False,False,False,False,0.0007,0
10,0,0,150.0,False,False,False,False,True,False,False,False,False,False,0.001,1
20,0,0,992.9920000000002,False,False,False,False,True,False,False,False,False,False,0.0001,1
15,1,1,458.1144000000001,False,False,False,False,True,False,False,False,False,False,0.00015,0
30,1,0,375.0,False,False,False,False,False,False,True,False,False,False,0.0012,1
40,1,0,549.37455,True,False,False,False,False,False,False,False,False,False,0.00047058823529411766,1
60,1,1,1210.10475,False,True,False,False,False,False,False,False,False,False,0.00024,0
10,0,0,17.035199999999996,False,False,True,False,False,False,False,False,False,False,0.00992063492063492,1
55,1,1,365.9595054545454,False,False,False,False,False,True,False,False,False,False,0.0006875,0
15,0,0,17.412500000000005,False,False,False,False,True,False,False,False,False,False,0.01507537688442211,1
26,0,0,16.9,False,True,False,False,False,False,False,False,False,False,0.026,1
1500,1,1,1935.238704,False,False,False,False,False,False,True,False,False,False,0.00375,0
140,1,1,206.54425,False,False,False,True,False,False,False,False,False,False,0.004,0
10,0,0,20.279999999999998,False,False,False,False,False,True,False,False,False,False,0.008333333333333333,1
250,0,0,222.84456,False,False,False,False,True,False,False,False,False,False,0.00625,1
2000,1,1,250.65626625,False,False,False,False,True,False,False,False,False,False,0.044444444444444446,0
15,1,1,418.7576,False,False,False,False,False,False,True,False,False,False,0.00025,0
40,1,1,150.0,False,False,False,False,False,True,False,False,False,False,0.004,0
90,0,1,8.750000000000002,False,False,False,False,False,False,False,True,False,False,0.18,0
3000,1,0,592.0039466666668,False,False,False,False,True,False,False,False,False,False,0.03,1
250,0,0,225.0,False,False,False,False,False,True,False,False,False,False,0.016666666666666666,1
20,0,1,279.19625,False,False,False,False,True,False,False,False,False,False,0.0004,0
2000,1,1,928.82322,False,False,False,False,True,False,False,False,False,False,0.01,0
150,0,0,225.0,False,False,False,False,True,False,False,False,False,False,0.01,1
25,0,1,236.2832,False,False,False,False,True,False,False,False,False,False,0.000625,0
560,1,1,685.8367392857143,False,True,False,False,False,False,False,False,False,False,0.0037333333333333333,0
4,0,1,490.3395,False,False,False,False,True,False,False,False,False,False,5.714285714285714e-05,0
30,1,0,1230.8200000000002,False,False,False,False,True,False,False,False,False,False,0.00012,1
15,0,1,167.65699999999998,False,False,False,False,True,False,False,False,False,False,0.0005,0
25,0,1,1000.0,False,False,False,False,True,False,False,False,False,False,0.00025,0
365,1,0,836.0345095890411,False,True,False,False,False,False,False,False,False,False,0.0020277777777777777,1
2500,1,0,914.4109728,False,False,False,False,True,False,False,False,False,False,0.0125,1
15,1,0,337.99999999999994,False,False,False,False,False,False,True,False,False,False,0.00075,1
20,1,1,2307.755,False,False,False,False,True,False,False,False,False,False,4e-05,0
50,1,0,2287.3716,False,False,False,False,True,False,False,False,False,False,0.0001,1
10,0,1,167.5344,False,False,False,False,False,False,False,True,False,False,0.0005,0
10,0,0,17.99592,False,False,False,False,False,True,False,False,False,False,0.005,1
20,1,1,412.09722,False,False,False,False,True,False,False,False,False,False,0.00022222222222222223,0
20,1,1,2289.429,False,False,False,False,False,False,True,False,False,False,4e-05,0
10,0,1,886.7718,False,False,False,False,True,False,False,False,False,False,5.2631578947368424e-05,0
150,1,1,422.5,False,False,False,False,True,False,False,False,False,False,0.006,0
80,1,1,594.582885,False,False,False,False,True,False,False,False,False,False,0.0006153846153846154,0
15,0,0,262.5,False,False,False,False,True,False,False,False,False,False,0.001,1
1000,0,0,464.42322,False,True,False,False,False,False,False,False,False,False,0.01,1
150,1,0,337.99999999999994,False,False,False,False,True,False,False,False,False,False,0.0075,1
20,0,0,279.19625,False,False,False,False,True,False,False,False,False,False,0.0004,1
50,0,0,84.49999999999999,False,False,False,False,False,True,False,False,False,False,0.01,1
30,0,0,75.0,False,False,False,False,True,False,False,False,False,False,0.006,1
10,1,0,474.5472,False,False,False,False,True,False,False,False,False,False,0.000125,1
50,1,1,1356.8136,False,False,False,False,False,True,False,False,False,False,0.00016666666666666666,0
50,1,0,200.0,False,False,False,False,True,False,False,False,False,False,0.0025,1
3000,1,0,4294.04294,False,False,False,False,False,False,True,False,False,False,0.003157894736842105,1
10,1,1,481.50018,False,False,False,False,False,False,True,False,False,False,9.523809523809524e-05,0
200,1,0,3280.328,False,False,False,False,True,False,False,False,False,False,0.0002,1
10,1,1,2140.272,False,False,False,False,False,False,True,False,False,False,2.0833333333333333e-05,0
300,0,0,1575.0,False,False,False,False,False,False,True,False,False,False,0.0033333333333333335,1
7,0,1,209.5971428571429,False,False,False,False,True,False,False,False,False,False,0.00028,0
70,1,1,686.0939142857144,False,False,False,False,True,False,False,False,False,False,0.00046666666666666666,0
4000,1,0,2225.011125,False,False,False,True,False,False,False,False,False,False,0.008,1
600,1,1,2225.0741666666668,False,False,False,False,False,False,True,False,False,False,0.0012,0
150,1,1,50.7,False,False,False,False,False,False,True,False,False,False,0.05,0
20,1,0,915.7716,False,False,False,False,True,False,False,False,False,False,0.0001,1
5,0,1,253.5,False,False,False,False,True,False,False,False,False,False,0.0003333333333333333,0
200,1,0,1750.0000000000002,False,True,False,False,False,False,False,False,False,False,0.002,1
10,0,1,2229.45,False,False,False,False,True,False,False,False,False,False,2e-05,0
5,0,0,35.00000000000001,False,False,False,False,False,False,False,True,False,False,0.0025,1
6,0,1,11.743013333333332,False,False,False,False,False,False,False,True,False,False,0.004285714285714286,0
5,0,0,12.000000000000002,False,False,False,False,True,False,False,False,False,False,0.00625,1
150,1,1,2020.0,False,False,False,False,True,False,False,False,False,False,0.00075,0
5,0,0,25.35,False,False,False,False,True,False,False,False,False,False,0.0033333333333333335,1
9,1,1,560.376,False,False,False,False,True,False,False,False,False,False,7.5e-05,0
5,0,1,253.5,False,False,False,False,True,False,False,False,False,False,0.0003333333333333333,0
20,1,1,1024.2342,False,False,False,False,True,False,False,False,False,False,9.09090909090909e-05,0
300,1,1,253.5,False,False,False,False,False,True,False,False,False,False,0.02,0
560,1,1,685.8367392857143,False,True,False,False,False,False,False,False,False,False,0.0037333333333333333,0
20,1,1,931.122,False,False,False,False,True,False,False,False,False,False,0.0001,0
10,0,0,84.49999999999999,False,False,False,False,False,True,False,False,False,False,0.002,1
4,0,0,168.99999999999997,False,False,False,False,False,False,True,False,False,False,0.0004,1
1000,1,1,592.0118400000001,False,False,False,False,False,False,False,True,False,False,0.01,0
10,1,1,993.9840000000004,False,False,False,False,False,False,True,False,False,False,5e-05,0
12,1,0,993.6533333333336,False,False,False,False,True,False,False,False,False,False,6e-05,1
10,0,0,25.35,False,False,False,False,True,False,False,False,False,False,0.006666666666666667,1
10,0,1,251.90325,False,False,False,False,True,False,False,False,False,False,0.00022222222222222223,0
10,1,0,917.1432,False,False,False,False,False,False,True,False,False,False,5e-05,1
15,0,1,279.42833333333334,False,False,False,False,True,False,False,False,False,False,0.0003,0
8,1,1,458.9145,False,False,False,False,False,True,False,False,False,False,8e-05,0
275,1,0,696.7266545454545,False,False,False,False,False,True,False,False,False,False,0.0018333333333333333,1
30,0,1,1809.808,False,False,False,False,True,False,False,False,False,False,7.5e-05,0
20,0,1,0.338,False,False,False,False,True,False,False,False,False,False,1.0,0
20,1,1,931.122,False,False,False,False,True,False,False,False,False,False,0.0001,0
40,0,0,168.99999999999997,False,False,False,False,False,True,False,False,False,False,0.004,1
6,0,1,468.27,False,False,False,False,True,False,False,False,False,False,6e-05,0
10,1,1,1394.784,False,False,False,False,True,False,False,False,False,False,3.3333333333333335e-05,0
20,0,1,59.99999999999999,False,False,False,False,False,False,True,False,False,False,0.005,0
20,0,0,1800.0,False,True,False,False,False,False,False,False,False,False,0.00016666666666666666,1
15,0,0,300.0,False,False,False,False,True,False,False,False,False,False,0.00075,1
9,0,0,15.750000000000004,False,False,True,False,False,False,False,False,False,False,0.01,1
10,0,1,560.0663999999999,False,False,False,False,True,False,False,False,False,False,8.333333333333333e-05,0
845,0,1,278.51647928994083,False,False,False,False,False,True,False,False,False,False,0.0169,0
180,1,1,646.0717777777778,False,False,False,False,False,True,False,False,False,False,0.0018,0
20,0,1,844.0432000000002,False,False,False,False,True,False,False,False,False,False,0.00011764705882352942,0
100,1,0,35.00000000000001,False,False,False,False,True,False,False,False,False,False,0.05,1
20,0,1,35.00000000000001,False,False,False,False,True,False,False,False,False,False,0.01,0
30,0,0,2133.8505,False,False,False,False,False,False,True,False,False,False,6.666666666666667e-05,1
20,1,1,3621.424,False,False,False,False,True,False,False,False,False,False,2.5e-05,0
20,0,1,474.0736,False,True,False,False,False,False,False,False,False,False,0.00025,0
5,0,0,8.39344,False,False,False,False,False,True,False,False,False,False,0.005,1
10,1,1,1394.784,False,False,False,False,False,False,True,False,False,False,3.3333333333333335e-05,0
25,1,0,177.2124,False,False,False,False,True,False,False,False,False,False,0.0008333333333333334,1
100,1,0,334.46688000000006,False,False,False,False,True,False,False,False,False,False,0.0025,1
1000,1,0,2302.1151,False,False,False,False,False,False,True,False,False,False,0.002,1
10,0,0,84.49999999999999,False,True,False,False,False,False,False,False,False,False,0.002,1
20,0,1,179.99999999999997,False,False,False,False,True,False,False,False,False,False,0.0016666666666666668,0
15,1,1,1379.4368000000002,False,False,False,False,False,False,True,False,False,False,5.357142857142857e-05,0
25,0,0,87.50000000000001,False,False,False,False,True,False,False,False,False,False,0.005,1
15,1,1,2964.1164,False,False,False,False,True,False,False,False,False,False,2.1428571428571428e-05,0
10,1,0,466.722,False,False,False,False,True,False,False,False,False,False,0.0001,1
50,1,1,503.2217520000001,False,False,False,False,True,False,False,False,False,False,0.00045454545454545455,0
25,0,0,33.8,False,False,False,False,True,False,False,False,False,False,0.0125,1
2,0,1,8079.999999999999,False,False,False,False,False,True,False,False,False,False,2.5e-06,0
50,1,0,723.4338,False,False,False,False,True,False,False,False,False,False,0.0003333333333333333,1
60,0,1,250.0,False,False,False,False,True,False,False,False,False,False,0.0024,0
65,1,0,337.99999999999994,False,False,False,False,False,True,False,False,False,False,0.00325,1
10,0,1,743.8847999999999,False,False,False,False,False,False,True,False,False,False,6.25e-05,0
20,0,1,2004.5025,False,False,False,False,True,False,False,False,False,False,4.4444444444444447e-05,0
20,0,0,2962.9600000000005,False,False,False,False,True,False,False,False,False,False,4e-05,1
50,0,0,14.999999999999998,False,True,False,False,False,False,False,False,False,False,0.05,1
200,1,1,1209.681425,False,False,False,False,True,False,False,False,False,False,0.0008,0
2000,1,1,1670.4167039999998,False,False,False,False,False,False,True,False,False,False,0.005555555555555556,0
23,1,0,474.01182608695655,False,False,True,False,False,False,False,False,False,False,0.0002875,1
50,0,1,225.0,False,False,True,False,False,False,False,False,False,False,0.0033333333333333335,0
5,0,0,8.45,False,False,False,False,False,False,True,False,False,False,0.01,1
10,1,1,1146.429,False,False,False,False,True,False,False,False,False,False,4e-05,0
75,0,0,384.6625493333333,False,False,False,False,True,False,False,False,False,False,0.0016304347826086956,1
250,1,1,1829.019456,False,False,False,False,True,False,False,False,False,False,0.000625,0
6,1,1,3600.0,False,False,False,False,False,False,True,False,False,False,2.5e-05,0
20,1,1,465.561,False,False,False,False,False,False,True,False,False,False,0.0002,0
5,0,1,703.5659999999999,False,False,False,False,True,False,False,False,False,False,3.3333333333333335e-05,0
3500,1,1,3936.0224914285714,False,False,False,False,True,False,False,False,False,False,0.002916666666666667,0
34,0,1,253.5,False,False,False,False,True,False,False,False,False,False,0.002266666666666667,0
10,1,0,150.0,False,False,False,False,True,False,False,False,False,False,0.0006666666666666666,1
20,0,0,1231.2300000000002,False,False,False,False,True,False,False,False,False,False,8e-05,1
50,0,1,1230.4920000000002,False,False,True,False,False,False,False,False,False,False,0.0002,0
15,1,0,1.5000000000000002,False,False,False,False,True,False,False,False,False,False,0.15,1
100,1,0,1.0,False,False,False,False,True,False,False,False,False,False,1.0,1
